site_id,region,CELL_ID,cell_type
1507,Greater Accra Region,154-15076,2.00
1538,Greater Accra Region,154-15381,2.00
1538,Greater Accra Region,154-15382,2.00
1538,Greater Accra Region,154-15383,2.00
1538,Greater Accra Region,154-15384,2.00
1538,Greater Accra Region,154-15385,2.00
1538,Greater Accra Region,154-15386,2.00
1552,Greater Accra Region,154-15521,2.00
1552,Greater Accra Region,154-15522,2.00
1552,Greater Accra Region,154-15523,2.00
1552,Greater Accra Region,154-15524,2.00
1552,Greater Accra Region,154-15525,2.00
1552,Greater Accra Region,154-15526,2.00
2162,Greater Accra Region,154-21621,2.00
2162,Greater Accra Region,154-21622,2.00
2162,Greater Accra Region,154-21623,2.00
2162,Greater Accra Region,154-21624,2.00
2162,Greater Accra Region,154-21625,2.00
2162,Greater Accra Region,154-21626,2.00
2232,Greater Accra Region,154-22321,2.00
2232,Greater Accra Region,154-22322,2.00
2232,Greater Accra Region,154-22323,2.00
2232,Greater Accra Region,154-22324,2.00
2232,Greater Accra Region,154-22325,2.00
2232,Greater Accra Region,154-22326,2.00
2577,Greater Accra Region,154-25771,2.00
2577,Greater Accra Region,154-25772,2.00
2577,Greater Accra Region,154-25773,2.00
2577,Greater Accra Region,154-25774,2.00
2577,Greater Accra Region,154-25775,2.00
2577,Greater Accra Region,154-25776,2.00
2579,Greater Accra Region,154-25791,2.00
2579,Greater Accra Region,154-25792,2.00
2579,Greater Accra Region,154-25793,2.00
2579,Greater Accra Region,154-25794,2.00
2579,Greater Accra Region,154-25795,2.00
2579,Greater Accra Region,154-25796,2.00
504,Greater Accra Region,154-5041,2.00
504,Greater Accra Region,154-5042,2.00
504,Greater Accra Region,154-5043,2.00
504,Greater Accra Region,154-5044,2.00
504,Greater Accra Region,154-5045,2.00
504,Greater Accra Region,154-5046,2.00
506,Greater Accra Region,154-5061,2.00
506,Greater Accra Region,154-5062,2.00
506,Greater Accra Region,154-5063,2.00
506,Greater Accra Region,154-5064,2.00
506,Greater Accra Region,154-5065,2.00
506,Greater Accra Region,154-5066,2.00
518,Greater Accra Region,154-5181,2.00
518,Greater Accra Region,154-5182,2.00
518,Greater Accra Region,154-5183,2.00
518,Greater Accra Region,154-5184,2.00
518,Greater Accra Region,154-5185,2.00
518,Greater Accra Region,154-5186,2.00
522,Greater Accra Region,154-5221,2.00
522,Greater Accra Region,154-5222,2.00
522,Greater Accra Region,154-5223,2.00
522,Greater Accra Region,154-5224,2.00
522,Greater Accra Region,154-5225,2.00
522,Greater Accra Region,154-5226,2.00
533,Greater Accra Region,154-5331,2.00
533,Greater Accra Region,154-5332,2.00
533,Greater Accra Region,154-5333,2.00
533,Greater Accra Region,154-5334,2.00
533,Greater Accra Region,154-5335,2.00
533,Greater Accra Region,154-5336,2.00
534,Greater Accra Region,154-5341,2.00
534,Greater Accra Region,154-5342,2.00
534,Greater Accra Region,154-5343,2.00
534,Greater Accra Region,154-5344,2.00
534,Greater Accra Region,154-5345,2.00
534,Greater Accra Region,154-5346,2.00
535,Greater Accra Region,154-5351,2.00
535,Greater Accra Region,154-5352,2.00
535,Greater Accra Region,154-5353,2.00
535,Greater Accra Region,154-5354,2.00
535,Greater Accra Region,154-5355,2.00
535,Greater Accra Region,154-5356,2.00
536,Greater Accra Region,154-5361,2.00
536,Greater Accra Region,154-5362,2.00
536,Greater Accra Region,154-5363,2.00
536,Greater Accra Region,154-5364,2.00
536,Greater Accra Region,154-5365,2.00
536,Greater Accra Region,154-5366,2.00
547,Greater Accra Region,154-5471,2.00
547,Greater Accra Region,154-5472,2.00
547,Greater Accra Region,154-5473,2.00
547,Greater Accra Region,154-5474,2.00
547,Greater Accra Region,154-5475,2.00
547,Greater Accra Region,154-5476,2.00
555,Greater Accra Region,154-5551,2.00
555,Greater Accra Region,154-5552,2.00
555,Greater Accra Region,154-5553,2.00
555,Greater Accra Region,154-5554,2.00
555,Greater Accra Region,154-5555,2.00
555,Greater Accra Region,154-5556,2.00
566,Greater Accra Region,154-5661,2.00
566,Greater Accra Region,154-5662,2.00
566,Greater Accra Region,154-5663,2.00
566,Greater Accra Region,154-5664,2.00
566,Greater Accra Region,154-5665,2.00
566,Greater Accra Region,154-5666,2.00
580,Greater Accra Region,154-5801,2.00
580,Greater Accra Region,154-5802,2.00
580,Greater Accra Region,154-5803,2.00
580,Greater Accra Region,154-5804,2.00
580,Greater Accra Region,154-5805,2.00
580,Greater Accra Region,154-5806,2.00
1527,Greater Accra Region,156-15271,2.00
1527,Greater Accra Region,156-15272,2.00
1527,Greater Accra Region,156-15273,2.00
1527,Greater Accra Region,156-15274,2.00
1527,Greater Accra Region,156-15275,2.00
1527,Greater Accra Region,156-15276,2.00
1545,Greater Accra Region,156-15451,2.00
1545,Greater Accra Region,156-15452,2.00
1545,Greater Accra Region,156-15453,2.00
1545,Greater Accra Region,156-15454,2.00
1545,Greater Accra Region,156-15455,2.00
1545,Greater Accra Region,156-15456,2.00
1571,Greater Accra Region,156-15714,2.00
2580,Greater Accra Region,156-25801,2.00
2580,Greater Accra Region,156-25802,2.00
2580,Greater Accra Region,156-25803,2.00
2580,Greater Accra Region,156-25804,2.00
2580,Greater Accra Region,156-25805,2.00
2580,Greater Accra Region,156-25806,2.00
500,Greater Accra Region,156-5001,2.00
500,Greater Accra Region,156-5002,2.00
500,Greater Accra Region,156-5003,2.00
500,Greater Accra Region,156-5004,2.00
500,Greater Accra Region,156-5005,2.00
500,Greater Accra Region,156-5006,2.00
501,Greater Accra Region,156-5011,2.00
501,Greater Accra Region,156-5012,2.00
501,Greater Accra Region,156-5013,2.00
501,Greater Accra Region,156-5014,2.00
501,Greater Accra Region,156-5015,2.00
501,Greater Accra Region,156-5016,2.00
507,Greater Accra Region,156-5071,2.00
507,Greater Accra Region,156-5072,2.00
507,Greater Accra Region,156-5073,2.00
507,Greater Accra Region,156-5074,2.00
507,Greater Accra Region,156-5075,2.00
507,Greater Accra Region,156-5076,2.00
511,Greater Accra Region,156-5111,2.00
511,Greater Accra Region,156-5112,2.00
511,Greater Accra Region,156-5113,2.00
511,Greater Accra Region,156-5114,2.00
511,Greater Accra Region,156-5115,2.00
511,Greater Accra Region,156-5116,2.00
513,Greater Accra Region,156-5131,2.00
513,Greater Accra Region,156-5132,2.00
513,Greater Accra Region,156-5133,2.00
513,Greater Accra Region,156-5134,2.00
513,Greater Accra Region,156-5135,2.00
513,Greater Accra Region,156-5136,2.00
514,Greater Accra Region,156-5141,2.00
514,Greater Accra Region,156-5142,2.00
514,Greater Accra Region,156-5143,2.00
514,Greater Accra Region,156-5144,2.00
514,Greater Accra Region,156-5145,2.00
514,Greater Accra Region,156-5146,2.00
515,Greater Accra Region,156-5151,2.00
515,Greater Accra Region,156-5152,2.00
515,Greater Accra Region,156-5153,2.00
515,Greater Accra Region,156-5154,2.00
515,Greater Accra Region,156-5155,2.00
515,Greater Accra Region,156-5156,2.00
520,Greater Accra Region,156-5201,2.00
520,Greater Accra Region,156-5202,2.00
520,Greater Accra Region,156-5203,2.00
520,Greater Accra Region,156-5204,2.00
520,Greater Accra Region,156-5205,2.00
520,Greater Accra Region,156-5206,2.00
530,Greater Accra Region,156-5301,2.00
530,Greater Accra Region,156-5302,2.00
530,Greater Accra Region,156-5303,2.00
530,Greater Accra Region,156-5304,2.00
530,Greater Accra Region,156-5305,2.00
530,Greater Accra Region,156-5306,2.00
531,Greater Accra Region,156-5311,2.00
531,Greater Accra Region,156-5312,2.00
531,Greater Accra Region,156-5313,2.00
531,Greater Accra Region,156-5314,2.00
531,Greater Accra Region,156-5315,2.00
531,Greater Accra Region,156-5316,2.00
532,Greater Accra Region,156-5321,2.00
532,Greater Accra Region,156-5322,2.00
532,Greater Accra Region,156-5323,2.00
532,Greater Accra Region,156-5324,2.00
532,Greater Accra Region,156-5325,2.00
532,Greater Accra Region,156-5326,2.00
557,Greater Accra Region,156-5571,2.00
557,Greater Accra Region,156-5572,2.00
557,Greater Accra Region,156-5573,2.00
557,Greater Accra Region,156-5574,2.00
557,Greater Accra Region,156-5575,2.00
557,Greater Accra Region,156-5576,2.00
558,Greater Accra Region,156-5581,2.00
558,Greater Accra Region,156-5582,2.00
558,Greater Accra Region,156-5583,2.00
558,Greater Accra Region,156-5584,2.00
558,Greater Accra Region,156-5585,2.00
558,Greater Accra Region,156-5586,2.00
570,Greater Accra Region,156-5701,2.00
570,Greater Accra Region,156-5702,2.00
570,Greater Accra Region,156-5703,2.00
570,Greater Accra Region,156-5704,2.00
570,Greater Accra Region,156-5705,2.00
570,Greater Accra Region,156-5706,2.00
571,Greater Accra Region,156-5711,2.00
571,Greater Accra Region,156-5712,2.00
571,Greater Accra Region,156-5713,2.00
571,Greater Accra Region,156-5714,2.00
571,Greater Accra Region,156-5715,2.00
571,Greater Accra Region,156-5716,2.00
579,Greater Accra Region,156-5791,2.00
579,Greater Accra Region,156-5792,2.00
579,Greater Accra Region,156-5793,2.00
595,Greater Accra Region,156-5951,2.00
595,Greater Accra Region,156-5952,2.00
595,Greater Accra Region,156-5953,2.00
595,Greater Accra Region,156-5954,2.00
595,Greater Accra Region,156-5955,2.00
595,Greater Accra Region,156-5956,2.00
1119,Greater Accra Region,160-11191,2.00
1119,Greater Accra Region,160-11192,2.00
1119,Greater Accra Region,160-11193,2.00
1119,Greater Accra Region,160-11194,2.00
1119,Greater Accra Region,160-11195,2.00
1119,Greater Accra Region,160-11196,2.00
1120,Greater Accra Region,160-11201,2.00
1120,Greater Accra Region,160-11202,2.00
1120,Greater Accra Region,160-11203,2.00
1120,Greater Accra Region,160-11204,2.00
1120,Greater Accra Region,160-11205,2.00
1120,Greater Accra Region,160-11206,2.00
1135,Greater Accra Region,160-11351,2.00
1135,Greater Accra Region,160-11352,2.00
1135,Greater Accra Region,160-11353,2.00
1206,Greater Accra Region,160-12061,2.00
1206,Greater Accra Region,160-12062,2.00
1206,Greater Accra Region,160-12063,2.00
1206,Greater Accra Region,160-12064,2.00
1206,Greater Accra Region,160-12065,2.00
1206,Greater Accra Region,160-12066,2.00
1208,Greater Accra Region,160-12081,2.00
1208,Greater Accra Region,160-12082,2.00
1208,Greater Accra Region,160-12083,2.00
1208,Greater Accra Region,160-12084,2.00
1208,Greater Accra Region,160-12085,2.00
1208,Greater Accra Region,160-12086,2.00
122,Greater Accra Region,160-1221,2.00
122,Greater Accra Region,160-1222,2.00
122,Greater Accra Region,160-1223,2.00
123,Greater Accra Region,160-1231,2.00
123,Greater Accra Region,160-1232,2.00
123,Greater Accra Region,160-1233,2.00
1243,Greater Accra Region,160-12431,2.00
1243,Greater Accra Region,160-12432,2.00
1243,Greater Accra Region,160-12433,2.00
1243,Greater Accra Region,160-12434,2.00
1243,Greater Accra Region,160-12435,2.00
1243,Greater Accra Region,160-12436,2.00
1247,Greater Accra Region,160-12471,2.00
1247,Greater Accra Region,160-12472,2.00
1247,Greater Accra Region,160-12473,2.00
1247,Greater Accra Region,160-12474,2.00
1247,Greater Accra Region,160-12475,2.00
1247,Greater Accra Region,160-12476,2.00
1292,Greater Accra Region,160-12922,2.00
1292,Greater Accra Region,160-12923,2.00
1292,Greater Accra Region,160-12924,2.00
1292,Greater Accra Region,160-12925,2.00
1292,Greater Accra Region,160-12926,2.00
168,Greater Accra Region,160-1681,2.00
168,Greater Accra Region,160-1682,2.00
168,Greater Accra Region,160-1683,2.00
176,Greater Accra Region,160-1761,2.00
176,Greater Accra Region,160-1762,2.00
176,Greater Accra Region,160-1763,2.00
176,Greater Accra Region,160-1764,2.00
176,Greater Accra Region,160-1765,2.00
176,Greater Accra Region,160-1766,2.00
183,Greater Accra Region,160-1831,2.00
183,Greater Accra Region,160-1832,2.00
183,Greater Accra Region,160-1833,2.00
199,Greater Accra Region,160-1991,2.00
199,Greater Accra Region,160-1992,2.00
199,Greater Accra Region,160-1993,2.00
199,Greater Accra Region,160-1994,2.00
199,Greater Accra Region,160-1995,2.00
199,Greater Accra Region,160-1996,2.00
209,Greater Accra Region,160-2091,2.00
209,Greater Accra Region,160-2092,2.00
209,Greater Accra Region,160-2093,2.00
215,Greater Accra Region,160-2151,2.00
215,Greater Accra Region,160-2152,2.00
215,Greater Accra Region,160-2153,2.00
2157,Greater Accra Region,160-21571,2.00
2157,Greater Accra Region,160-21572,2.00
2157,Greater Accra Region,160-21573,2.00
2157,Greater Accra Region,160-21574,2.00
2157,Greater Accra Region,160-21575,2.00
2157,Greater Accra Region,160-21576,2.00
216,Greater Accra Region,160-2161,2.00
216,Greater Accra Region,160-2162,2.00
216,Greater Accra Region,160-2163,2.00
216,Greater Accra Region,160-2164,2.00
216,Greater Accra Region,160-2165,2.00
216,Greater Accra Region,160-2166,2.00
217,Greater Accra Region,160-2171,2.00
217,Greater Accra Region,160-2172,2.00
217,Greater Accra Region,160-2173,2.00
217,Greater Accra Region,160-2174,2.00
217,Greater Accra Region,160-2175,2.00
217,Greater Accra Region,160-2176,2.00
225,Greater Accra Region,160-2251,2.00
225,Greater Accra Region,160-2252,2.00
225,Greater Accra Region,160-2253,2.00
225,Greater Accra Region,160-2254,2.00
225,Greater Accra Region,160-2255,2.00
225,Greater Accra Region,160-2256,2.00
241,Greater Accra Region,160-2411,2.00
241,Greater Accra Region,160-2412,2.00
241,Greater Accra Region,160-2413,2.00
293,Greater Accra Region,160-2931,2.00
293,Greater Accra Region,160-2932,2.00
293,Greater Accra Region,160-2933,2.00
102,Greater Accra Region,162-1021,2.00
102,Greater Accra Region,162-1022,2.00
102,Greater Accra Region,162-1023,2.00
103,Greater Accra Region,162-1031,2.00
103,Greater Accra Region,162-1032,2.00
103,Greater Accra Region,162-1033,2.00
106,Greater Accra Region,162-1061,2.00
106,Greater Accra Region,162-1062,2.00
106,Greater Accra Region,162-1063,2.00
106,Greater Accra Region,162-1064,2.00
106,Greater Accra Region,162-1065,2.00
106,Greater Accra Region,162-1066,2.00
1103,Greater Accra Region,162-11031,2.00
1103,Greater Accra Region,162-11032,2.00
1103,Greater Accra Region,162-11033,2.00
1103,Greater Accra Region,162-11034,2.00
1103,Greater Accra Region,162-11035,2.00
1103,Greater Accra Region,162-11036,2.00
1141,Greater Accra Region,162-11411,2.00
1141,Greater Accra Region,162-11412,2.00
1141,Greater Accra Region,162-11413,2.00
1141,Greater Accra Region,162-11414,2.00
1141,Greater Accra Region,162-11415,2.00
1141,Greater Accra Region,162-11416,2.00
1142,Greater Accra Region,162-11421,2.00
1142,Greater Accra Region,162-11422,2.00
1142,Greater Accra Region,162-11423,2.00
1142,Greater Accra Region,162-11424,2.00
1142,Greater Accra Region,162-11425,2.00
1142,Greater Accra Region,162-11426,2.00
1176,Greater Accra Region,162-11761,2.00
1176,Greater Accra Region,162-11762,2.00
1176,Greater Accra Region,162-11763,2.00
1176,Greater Accra Region,162-11764,2.00
1176,Greater Accra Region,162-11765,2.00
1176,Greater Accra Region,162-11766,2.00
1177,Greater Accra Region,162-11771,2.00
1177,Greater Accra Region,162-11772,2.00
1177,Greater Accra Region,162-11773,2.00
1177,Greater Accra Region,162-11774,2.00
1177,Greater Accra Region,162-11775,2.00
1177,Greater Accra Region,162-11776,2.00
1236,Greater Accra Region,162-12361,2.00
1236,Greater Accra Region,162-12362,2.00
1236,Greater Accra Region,162-12363,2.00
1236,Greater Accra Region,162-12364,2.00
1236,Greater Accra Region,162-12365,2.00
1236,Greater Accra Region,162-12366,2.00
1237,Greater Accra Region,162-12371,2.00
1237,Greater Accra Region,162-12372,2.00
1237,Greater Accra Region,162-12373,2.00
1237,Greater Accra Region,162-12374,2.00
1237,Greater Accra Region,162-12375,2.00
1237,Greater Accra Region,162-12376,2.00
124,Greater Accra Region,162-1241,2.00
124,Greater Accra Region,162-1242,2.00
1242,Greater Accra Region,162-12421,2.00
1242,Greater Accra Region,162-12422,2.00
1242,Greater Accra Region,162-12423,2.00
1242,Greater Accra Region,162-12424,2.00
1242,Greater Accra Region,162-12425,2.00
1242,Greater Accra Region,162-12426,2.00
124,Greater Accra Region,162-1243,2.00
127,Greater Accra Region,162-1271,2.00
127,Greater Accra Region,162-1272,2.00
127,Greater Accra Region,162-1273,2.00
191,Greater Accra Region,162-1911,2.00
191,Greater Accra Region,162-1912,2.00
191,Greater Accra Region,162-1913,2.00
191,Greater Accra Region,162-1914,2.00
191,Greater Accra Region,162-1915,2.00
191,Greater Accra Region,162-1916,2.00
208,Greater Accra Region,162-2081,2.00
208,Greater Accra Region,162-2082,2.00
208,Greater Accra Region,162-2083,2.00
2107,Greater Accra Region,162-21071,2.00
2107,Greater Accra Region,162-21072,2.00
2107,Greater Accra Region,162-21073,2.00
2107,Greater Accra Region,162-21074,2.00
2107,Greater Accra Region,162-21075,2.00
2107,Greater Accra Region,162-21076,2.00
2177,Greater Accra Region,162-21771,2.00
2177,Greater Accra Region,162-21772,2.00
2177,Greater Accra Region,162-21773,2.00
2177,Greater Accra Region,162-21774,2.00
2177,Greater Accra Region,162-21775,2.00
2177,Greater Accra Region,162-21776,2.00
239,Greater Accra Region,162-2391,2.00
239,Greater Accra Region,162-2392,2.00
239,Greater Accra Region,162-2393,2.00
255,Greater Accra Region,162-2551,2.00
255,Greater Accra Region,162-2552,2.00
255,Greater Accra Region,162-2553,2.00
255,Greater Accra Region,162-2554,2.00
255,Greater Accra Region,162-2555,2.00
255,Greater Accra Region,162-2556,2.00
275,Greater Accra Region,162-2751,2.00
275,Greater Accra Region,162-2752,2.00
275,Greater Accra Region,162-2753,2.00
1147,Greater Accra Region,164-11471,2.00
1147,Greater Accra Region,164-11472,2.00
1147,Greater Accra Region,164-11473,2.00
1147,Greater Accra Region,164-11474,2.00
1147,Greater Accra Region,164-11475,2.00
1147,Greater Accra Region,164-11476,2.00
121,Greater Accra Region,164-1211,2.00
121,Greater Accra Region,164-1212,2.00
1212,Greater Accra Region,164-12121,2.00
1212,Greater Accra Region,164-12122,2.00
1212,Greater Accra Region,164-12123,2.00
121,Greater Accra Region,164-1213,2.00
1213,Greater Accra Region,164-12131,2.00
1213,Greater Accra Region,164-12132,2.00
1213,Greater Accra Region,164-12133,2.00
1213,Greater Accra Region,164-12134,2.00
